Pathway	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585104	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	15.7173	12.0572	16.1057	7.87163	55.5278	0	118.873	81.0193	13.2227	13.7055	19.9979	0	0	6.83145	0	27.2337	188.775	0	0	0	64.0783	140.928	13.4492	4.8789	1.9469	176.816	293.215	0	21.6984	141.219	39.3739	0	43.9349	225.182	217.615	10.7478	0	235.399	0	0	0	0	47.744	5.02821	0	8.61884	3.1049	9.04046	0	0	18.9338	10.8778	9.7612	6.91793	25.8127	15.158	53.1043	80.9977	202.923	150.403	7.65797	0	0	62.8052	210.716	0	0	140.974	0	0	4.03937	8.84397	0	0	0	2.1235	20.5368	8.55105
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	6.63294	18.5843	0	7.51651	162.259	252.207	4.2125	0	0	0	4.42583	0	0	0	0	13.3825	0	0	0	0	161.227	121.702	4.09284	4.59963	4.009	271.281	343.231	0	12.7194	334.331	6.22088	13.689	0	131.993	112.774	8.06587	0	312.46	2.40289	0	0	0	0	10.3398	21.8468	0	4.143	43.7099	9.49649	0	0	7.03878	6.86826	0	16.8057	9.1127	17.935	3.44437	272.32	293.171	6.55107	11.6789	0	0	294.297	0	0	0	0	0	0	6.9115	2.31295	2.79151	1.49029	2.73384	4.16301	0
PWY-5367: petroselinate biosynthesis	15.0632	15.6932	14.2116	5.90104	37.1512	49.8969	11.141	29.5508	47.7297	9.27326	32.0932	63.1518	11.8405	4.66777	11.4495	9.02289	13.202	0	28.1009	55.7442	43.1228	45.6283	5.65577	1.91698	15.2118	32.9024	37.5634	55.895	7.99451	145.351	13.1626	0	3.74536	6.15342	56.8349	33.9554	12.6758	63.5677	1.64979	0	7.39108	0	0	6.61028	13.1354	1.95351	3.59734	11.7715	0	0	7.47992	30.2137	54.0984	23.9497	76.9873	42.9729	52.9378	8.81915	0	84.739	14.5885	18.3985	25.4012	130.929	71.7616	0	1.29114	0	51.8711	2.50375	8.38627	21.3075	4.08834	13.8849	10.9221	1.86907	17.388	9.96287
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	92.095	111.045	142.584	110.419	245.067	199.117	110.038	186.886	359.003	122.029	215.74	112.097	126.247	104.151	213.736	132.303	137.65	6.58812	126.404	182.001	155.171	139.069	272.208	91.1752	41.0431	180.977	180.643	80.3304	76.3723	332.884	384.971	100.921	46.1168	220.177	187.885	377.985	191.589	305.629	115.576	216.317	317.149	301.66	91.1112	492.312	415.803	108.105	77.4874	229.82	163.285	137.555	158.413	155.493	96.6607	115.321	170.888	192.785	95.0949	111.828	84.291	101.859	89.2786	152.461	133.176	642.136	190.936	79.3897	63.022	548.14	89.8344	15.8024	54.171	73.643	59.0552	31.6495	51.7592	21.8983	109.723	96.1637
PWY-5392: reductive TCA cycle II	0	0	0	0	0	0	2.06117	0	0	1.3924	0	0	0	0	0	0	6.35999	0	0	0	21.4723	0	0	0	0	0	0	0	0	0	0	0	0	6.50346	19.4185	0	0	3.24091	0	0	0	0	0	0	0	1.77525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	1.97776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3716	12.4437	0	0	1.05984	0	0	0	0	13.9899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)	154.195	139.584	153.36	164.402	398.092	407.231	187.905	254.537	421.017	195.545	301.061	136.364	205.199	115.244	89.4949	34.9894	391.869	0	222.496	173.281	362.663	412.476	127.999	279.701	149.487	393.908	424.037	58.3835	217.033	417.015	429.871	51.5877	48.3245	201.309	208.055	97.6377	195.237	298.984	477.957	203.088	304.656	251.445	235.824	342.797	408.844	290.428	177.529	208.601	155.376	108.85	299.272	204.629	144.992	178.159	280.726	253.951	162.01	147.587	340.168	362.017	102.438	107.266	162.455	28.0434	293.941	49.2153	194.168	212.107	219.888	42.6338	144.954	168.276	242.387	88.928	108.757	76.1227	177.538	147.213
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	0	0	0	2.94724	0	0	3.03549	0	0	3.32143	0	0	0	0	0	0	0	0	0	0	0	0	1.76797	1.6194	0	0	0	0	0	0	0	0	0	0	0	2.16774	0	0	0	6.92684	0	0	0	0	0	0	0	0	0	0	0.913839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806952	0	0	1.50033	0.744221
PWY-5497: purine nucleobases degradation II (anaerobic)	49.5494	65.5207	43.9289	73.6531	0	0	43.8726	2.13531	0	3.322	1.92823	14.2616	29.7884	13.4159	0	4.36547	7.78132	0	3.71636	3.85995	24.3872	22.1677	36.1768	44.9855	5.68785	0	6.85136	0	6.24677	183.221	0	0	3.65747	68.9112	39.7365	0	0	64.1808	83.0455	0	0	126.393	25.3628	4.96527	0	66.9347	34.5662	0	0	55.2752	21.1853	0	6.66374	4.30547	0	0	6.58835	38.1694	35.678	9.60474	3.40259	31.3139	0	0	123.492	10.6389	9.90383	0	0	1.28185	3.55455	10.875	2.3066	16.0957	10.35	3.6924	60.8312	46.4494
PWY-5505: L-glutamate and L-glutamine biosynthesis	128.491	144.73	153.192	124.522	0	0	118.859	0	0	93.3434	0	155.346	8.53331	17.4357	47.4535	35.0617	104.286	0	62.2452	160.573	0	0	89.2072	118.497	12.4323	0	0	0	39.334	10.697	6.27225	5.59401	18.8601	76.0925	80.6567	0	47.557	111.236	177.48	0	0	125.862	47.0145	8.93942	2.11716	138.866	129.823	10.4688	0	149.304	110.232	15.6126	0	8.89722	5.03709	4.70483	41.7745	95.3963	0	0	59.6828	168.709	54.7815	42.104	27.4536	16.2844	11.4332	154.66	0	5.07826	11.3484	11.109	0	26.298	16.3726	22.2337	155.493	126.588
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	0	0	9.18929	0	0	0	0	0	0	0	0	0	0	0	10.2098	0	0	0	0	0	0	0	0	0	8.68327	17.8466	0	9.14479	323.444	0	0	8.97246	100.365	65.0014	0	0	171.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.372	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5656: mannosylglycerate biosynthesis I	0.340368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88727	9.56046	0	0	0	81.5176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.468	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	147.784	160.873	184.978	139.928	303.471	230.781	117.137	72.2178	59.3112	86.3128	61.9511	159.95	282.266	377.043	364.574	354.533	300.229	0	176.386	160.6	225.997	350.622	256.581	164.438	91.0402	294.321	247.398	189.183	252.523	90.3333	330.387	80.4808	262.675	72.7616	79.2254	123.633	106.216	213.062	194.99	132.743	197.061	71.9316	161.27	594.373	304.31	197.764	142.517	160.825	127.491	171.23	102.886	62.8281	62.2274	48.4443	121.283	56.1283	50.8819	99.5136	193.141	206.028	140.804	166.933	118.84	137.164	224.702	349.188	313.157	100.149	172.787	33.6553	66.2764	94.8887	84.919	62.0942	69.8061	56.0213	170.253	153.866
PWY-5667: CDP-diacylglycerol biosynthesis I	527.705	566.506	569.071	501.053	250.466	270.213	611.229	309.496	293.871	309.228	351.322	501.313	509.225	575.658	530.108	584.003	556.848	1090.98	530.108	565.826	363.071	391.625	548.951	425.642	523.028	495.506	515.599	640.164	543.892	418.515	614.488	154.294	478.161	334.089	328.777	594.067	361.98	525.353	502.611	469.136	445.299	464.688	449.062	714.912	556.308	466.357	397.191	561.557	343.505	468.225	374.264	254.628	279.643	210.369	447.052	265.992	220.542	345.134	410.229	330.991	692.768	554.639	451.273	711.156	331.381	534.346	515.266	336.984	460.16	260.314	476.408	496.585	541.262	456.936	514.819	415.677	517.831	587.599
PWY-5675: nitrate reduction V (assimilatory)	0	0	0	2.15311	99.1641	92.1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.7247	80.9795	0.511973	0	1.75372	38.7904	26.0605	0	0	430.642	0	0	3.59296	40.6913	33.6144	0	0	137.378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.7935	39.5229	0	0	0	0	152.85	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II	74.4306	72.8652	55.1319	95.1741	69.9868	73.3984	100.349	106.493	168.866	57.7891	115.149	91.4822	64.4622	39.4401	92.5243	36.5246	33.9108	0	164.182	215.626	85.0545	9.26824	112.364	22.1925	35.9782	11.804	12.389	108.442	10.8232	43.1804	48.5899	2.87841	1.27467	99.1839	109.052	273.544	147.768	291.879	99.2182	135.808	213.024	134.606	23.3577	55.1528	179.457	26.2408	28.6292	139.058	101.866	64.4119	47.7937	81.3569	101.538	75.0634	128.795	86.4885	45.3706	24.2737	28.0751	28.7885	118.488	48.3186	197.863	804.219	2.78804	1.84673	21.8669	0	179.048	4.22189	39.9825	77.5084	72.1132	35.1933	33.9004	13.4222	50.4528	58.698
PWY-5677: succinate fermentation to butanoate	2.7671	3.42192	0	14.9334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0325	0	2.04074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62044	0	0	1.68769	0	2.208	4.56497
PWY-5686: UMP biosynthesis I	714.917	735.74	762.686	720.568	726.978	763.574	691.58	493.096	646.122	518.314	580.216	604.379	549.208	631.497	720.803	636.216	478.029	1385.15	682.279	648.153	595.116	614.636	713.871	524.579	718.104	654.441	691.083	715.734	511.401	280.564	724.464	670.05	424.042	487.305	617.188	746.983	578.998	491.286	713.142	677.534	762.806	428.085	439.639	770.908	618.97	498.153	452.403	679.657	585.31	511.676	582.092	404.627	481.133	378.139	612.043	559.806	359.721	499.541	503.622	550.463	689.112	646.393	657.509	781.856	336.041	626.084	649.284	729.682	614.898	779.365	632.386	595.347	727.952	658.303	700.935	666.623	693.394	734.759
PWY-5690: TCA cycle II (plants and fungi)	10.744	6.97057	8.24016	16.348	11.706	8.09392	26.7323	0	6.99525	0	0	24.9227	0	0	0	0	7.90316	0	30.3519	9.00443	8.63419	0	33.2018	9.20245	9.13657	11.0052	8.34988	0	16.3942	0.707194	0	0	0	0	9.48397	0	0	1.00214	21.4382	9.48935	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12969	3.46106	0	0	6.46621	0	0	7.50531	7.38519	0	7.27448	0	0	4.72722	0	0	9.83691	25.3615	27.5699	18.067	14.0441	23.0538	7.40023	8.62416	14.0948
PWY-5692: allantoin degradation to glyoxylate II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16586	0	0	0	0	0	0	0	3.68069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1763	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation	406.706	436.714	434.128	567.741	672.126	637.713	560.087	272.376	354.921	414.564	335.135	430.301	619.849	676.585	772.29	670.515	737.784	239.107	357.576	486.951	536.496	610.689	454.472	478.689	400.795	734.648	723.478	359.677	464.334	530.24	282.617	184.033	332.482	381.861	397.288	392.28	352.166	476.107	588.008	311.453	264.287	369.495	432.301	232.671	282.739	493.799	427.9	290.964	314.374	412.834	459.034	240.27	355.37	165.998	338.655	370.231	228.306	389.418	545.216	608.239	311.279	466.014	318.751	676.183	395.221	595.961	631.947	1021.71	206.492	605.267	378.457	343.737	279.176	457.059	431.61	449.151	495.631	396.534
PWY-5705: allantoin degradation to glyoxylate III	0	0	0	0.220125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.929	0	0	0	13.082	0	0	0	44.3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4563	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5723: Rubisco shunt	0.925614	0	0	2.1246	70.4208	55.4091	0	0	0	0	0	0	0	0	0	27.794	0	0	0	0	53.0201	105.701	0	0	0	38.6336	25.4193	0	8.07032	358.278	2.47924	0	4.24906	149.999	93.9506	0	0	303.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64697	0	147.797	0	0	0	0	0	322.103	0	0	0	0	0	0	5.36498	0	0	0	0	0	0
PWY-5747: 2-methylcitrate cycle II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.9181	0	0	0	0	0	0	0	23.0942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4817	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"	0	1.54648	0.805507	0	263.334	270.931	0	0	0	0	0	0	0	0	0	8.96001	164.444	0	9.43701	0	178.418	265.82	1.88011	0	0	276.021	197.663	0	0	216.769	0	0	0	27.068	23.3835	0	0	70.342	5.16713	0	0	0	29.2416	0	1.79996	10.0786	42.53	5.50622	61.4926	0	0	0	0	0	0	1.32931	22.2215	0	148.666	136.266	3.28903	1.7675	0	0	113.617	0	0	0	0	0	0	0.815161	0	0	0	0	1.56083	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	5.19114	2.72927	0	223.384	159.137	0	0	0	0	0	0	0	0	0	29.3412	281.916	0	23.2139	0	150.991	53.7563	6.15579	0	0	191.232	144.324	0	0	241.295	0	0	0	53.7375	48.4806	0	0	114.434	17.2925	0	0	0	80.0959	0	0	32.205	108.153	7.89536	0	0	0	0	0	0	0	3.25925	45.6309	0	150.752	172.916	9.94727	5.90377	0	0	187.848	0	0	0	0	0	0	2.58527	0	0	0	0	5.2709	0
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	0	2.26857	0	241.07	190.583	0	0	0	0	0	0	0	0	0	4.9003	19.514	0	0	0	229.4	265.927	5.58195	0	0	243.352	196.133	0	0	224.546	0	0	0	41.1767	24.3266	0	0	96.0715	0	0	0	0	36.7703	0	4.88667	7.98457	21.1703	4.81445	0	0	0	0	0	0	0	0	39.2824	0	116.345	149.629	0	5.7691	0	0	151.724	0	0	0	0	0	0	2.70939	0	0	0	0	4.91053	0
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	5.04396	2.64495	0	0	0	0	0	0	0	0	0	0	0	0	4.9003	0	0	0	0	0	0	3.58173	0	0	0	0	0	0	224.546	0	0	0	41.1767	24.3266	0	0	96.0715	0	0	0	0	36.7703	0	4.80173	7.98457	21.1703	0	0	0	0	0	0	0	0	0	29.2851	0	0	0	3.41254	0	0	0	151.724	0	0	0	0	0	0	0	0	0	0	0	5.14296	0
PWY-5850: superpathway of menaquinol-6 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9003	0	0	0	0	0	0	0	0	0	0	0	0	0	224.546	0	0	0	41.1767	24.3266	0	0	96.0715	0	0	0	0	36.7703	0	0	7.98457	21.1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.724	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0	0	0	0.511151	6.08603	3.63301	0	0	0	0	0	0	0	0	0	0.673594	0	0	0	0	17.491	0	0	0	0	57.8245	185.137	0	0	4.88276	0	0	0	42.0558	14.9163	0	0	56.3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.9093	52.0807	0	0	0	0	11.9637	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27931	0	0	0	0	0	0	0	0	0	0	0	0	0	213.644	0	0	0	30.2116	17.4448	0	0	75.1583	0	0	0	0	25.5605	0	0	5.3701	14.4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.643	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	3.48971	1.82722	0	180.214	119.828	0	0	0	0	0	0	0	0	0	20.0154	268.34	0	18.1873	0	116.253	37.4675	4.15932	0	0	147.036	106.378	0	0	237.135	0	0	0	40.6752	37.5899	0	0	92.5935	11.6836	0	0	0	58.6283	0	0	22.2567	80.8143	5.4562	0	0	0	0	0	0	0	2.19109	35.9096	0	122.275	134.836	6.82879	3.97149	0	0	161.64	0	0	0	0	0	0	1.7328	0	0	0	0	3.53817	0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	3.38996	1.77054	0	0	0	0	0	0	0	0	0	0	0	0	3.27931	0	0	0	0	0	0	2.40649	0	0	0	0	0	0	213.644	0	0	0	30.2116	17.4448	0	0	75.1583	0	0	0	0	25.5605	0	3.27247	5.3701	14.4178	0	0	0	0	0	0	0	0	0	21.647	0	0	0	2.2978	0	0	0	123.643	0	0	0	0	0	0	0	0	0	0	0	3.45172	0
PWY-5896: superpathway of menaquinol-10 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9003	0	0	0	0	0	0	0	0	0	0	0	0	0	224.546	0	0	0	41.1767	24.3266	0	0	96.0715	0	0	0	0	36.7703	0	0	7.98457	21.1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.724	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	4.56405	2.39501	0	311.303	292.744	0	0	0	0	0	0	0	0	0	25.8744	269.58	0	21.8383	0	238.942	325.062	5.44196	0	0	341.771	271.963	0	0	239.107	0	0	0	54.3503	47.8676	0	0	113.048	15.201	0	0	0	72.6919	0	4.46093	28.5219	99.3165	9.03509	0	0	0	0	0	0	0	3.9292	47.0459	0	194.702	206.978	8.94875	5.19151	0	0	180.134	0	0	0	0	0	0	2.41378	0	0	0	0	4.62749	0
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	4.56405	2.39501	0	311.303	292.744	0	0	0	0	0	0	0	0	0	25.8744	269.58	0	21.8383	0	238.942	325.062	5.44196	0	0	341.771	271.963	0	0	239.107	0	0	0	54.3503	47.8676	0	0	113.048	15.201	0	0	0	72.6919	0	4.46093	28.5219	99.3165	9.03509	0	0	0	0	0	0	0	3.9292	47.0459	0	194.702	206.978	8.94875	5.19151	0	0	180.134	0	0	0	0	0	0	2.41378	0	0	0	0	4.62749	0
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	4.56405	2.39501	0	311.303	292.744	0	0	0	0	0	0	0	0	0	25.8744	269.58	0	21.8383	0	238.942	325.062	5.44196	0	0	341.771	271.963	0	0	239.107	0	0	0	54.3503	47.8676	0	0	113.048	15.201	0	0	0	72.6919	0	4.46093	28.5219	99.3165	9.03509	0	0	0	0	0	0	0	3.9292	47.0459	0	194.702	206.978	8.94875	5.19151	0	0	180.134	0	0	0	0	0	0	2.41378	0	0	0	0	4.62749	0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	1.09004	3.89241	0	0	46.3309	38.8844	0	0	0	0	1.82709	0	0	0	0	0	0	0	0	0	123.357	80.4664	3.53564	0	1.62421	30.8993	36.0744	0	0	0	4.11066	0	0	0	0	0	0	0	0	0	0	0	0	22.4549	12.5191	0	0	25.08	0	0	1.77515	0	2.95486	0	8.08227	0	2.27909	0	0	41.8683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)	51.6384	43.7461	31.0316	29.2035	134.913	148.031	12.6248	50.573	56.0864	50.7899	77.2752	57.9632	11.3985	15.7319	21.6842	25.6194	38.6778	0	137.944	84.3352	155.352	169.193	34.8207	4.95962	10.2701	217.307	315.527	25.4453	9.90251	327.999	69.662	69.7156	14.1493	150.376	91.7995	51.9111	45.4362	214.473	17.3734	23.2851	88.1223	23.1236	14.9861	0	119.55	19.6297	12.1315	60.4448	56.3398	47.0253	59.1895	24.6665	40.3858	37.084	79.6102	15.1629	21.5604	30.574	199.557	209.339	50.1966	31.8659	80.9101	80.5674	180.103	4.10387	18.315	0	131.016	0	17.165	47.2138	40.9669	4.98386	0	2.55139	42.7995	45.9384
PWY-5918: superpathway of heme b biosynthesis from glutamate	5.18523	2.23773	0	7.45853	211.921	246.207	0	4.11173	0	0	0	0	0	0	0	1.63196	56.6617	0	0	0	292.508	245.687	0	0	3.25929	318.743	368.848	8.69368	5.52844	282.135	0	0	6.22458	95.9479	49.2019	0	0	146.615	0	0	0	0	6.41103	0	0	6.04085	0	0	5.96355	0	1.33647	0	0	0	0	0	0	0	238.572	198.147	3.77874	0	0	0	145.085	0	0	0	0	0	0	2.13709	2.91183	1.83814	0	0	6.74763	5.67303
PWY-5920: superpathway of heme b biosynthesis from glycine	0	0	0	0	47.9544	48.9746	0	0	0	0	0	0	0	0	0	0.769166	0	0	0	0	38.5392	32.0174	0	0	0	177.579	289.015	0	1.12539	242.845	0	0	0	58.6411	0	0	0	93.2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.18	100.199	0	0	0	0	56.466	0	0	0	0	0	0	0	1.75082	0	0	0	0	0
PWY-5941: glycogen degradation II	677.096	687.568	674.577	426.785	448.071	469.044	1043.54	647.536	873.733	465.096	690.16	692.145	205.141	149.51	407.21	234.425	290.991	726.916	936.631	796.502	517.639	486.643	733.45	379.783	636.689	511.429	505.574	1075.05	117.993	577.331	676.158	208.588	65.8836	608.376	613.854	1004.11	639.043	694.459	584.444	878.413	890.168	494.702	359.815	597.627	691.002	448.162	350.746	873.186	644.167	663.788	539.974	545.089	464.757	496.963	805.363	559.657	352.987	390.912	457.512	622.896	920.612	661.78	807.669	1005.42	298.781	184.245	105.119	0	879.94	196.857	456.531	544.057	700.343	492.625	563.775	414.024	613.837	669.223
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	90.9455	65.114	40.9173	109.989	356.209	366.206	33.8167	103.309	110.096	83.1237	107.001	212.801	311.258	217.166	351.855	288.241	376.653	0	59.311	176.522	315.19	400.545	16.8178	27.4202	4.41207	384.078	487.003	5.87556	176.218	265.208	5.08511	0	92.6901	133.839	157.66	31.3537	39.538	290.058	21.9402	0	17.6831	0	0	20.145	12.442	36.8181	3.46225	17.0884	0	0	116.348	83.6131	55.7926	49.8646	76.5479	109.005	118.181	122.746	0	394.972	48.4191	183.43	56.3784	138.666	358.546	0	91.6018	0	33.1388	0	6.13693	24.6876	41.4451	3.20695	1.51492	5.08388	97.7644	75.6782
PWY-5972: stearate biosynthesis I (animals)	0	0	0	1.78159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis	371.08	341.258	345.347	455.467	600.923	669.495	154.029	211.981	124.065	296.957	274.233	270.727	465.629	393.796	511.122	415.598	525.838	0	71.299	258.728	478.238	622.282	162.706	377.826	272.581	627.147	718.403	68.2813	330.977	197.81	27.9881	1112.77	149.298	194.178	166.563	45.8223	270.594	246.144	552.04	170.004	35.6996	255.35	395.681	62.5753	16.3297	406.653	360.76	41.1693	202.191	215.053	346.188	158.795	276.431	96.7336	156.961	333.537	248.322	296.863	569.918	665.021	85.6396	308.404	64.1578	193.833	370.079	357.03	282.014	338.23	63.3826	198.539	306.783	190.405	63.8562	383.934	386.802	325.474	368.915	441.239
PWY-5981: CDP-diacylglycerol biosynthesis III	7.03744	8.70096	1.93123	0.48079	160.745	205.394	0	20.958	20.5996	7.03395	11.7142	0	0	0	0	0	0	0	0	0	246.73	184.19	32.7054	3.03056	9.25997	245.989	153.031	13.0059	1.98135	64.0392	415.379	83.2962	2.94665	84.6694	46.3515	0	0	55.1409	1.07281	53.0719	136.212	42.4443	27.2377	591.26	273.163	13.7693	12.9854	100.698	59.7309	18.7199	16.1405	25.2422	21.918	10.953	56.6129	3.98788	7.46846	0	221.171	355.41	0	0	0	0	51.4543	0	0	0	0	0	14.6951	27.6795	2.22666	0	0	2.46161	0	4.00268
PWY-5989: stearate biosynthesis II (bacteria and plants)	64.5931	44.3823	26.7407	92.7347	269.331	236.661	23.182	83.0193	105.272	64.3943	79.6763	197.812	425.512	393.77	502.286	413.26	510.006	0	54.696	150.646	180.838	244.553	11.0768	20.2689	21.6756	314.572	419.491	9.45686	194.305	219.288	15.2366	0.903651	113.349	155.208	138.537	35.0402	26.8362	249.486	15.8391	44.6964	13.8679	0	41.3315	14.5147	12.6351	29.1536	5.36347	14.8618	34.4723	0	100.429	65.8084	68.8197	39.4734	86.7036	79.5577	92.3882	107.389	273.932	268.727	39.7055	165.86	52.6191	133.829	376.728	355.053	289.802	255.89	35.7923	3.73262	12.2689	29.0942	38.6367	20.1819	15.9561	3.23341	70.3483	53.0028
